declination,distance,name,rightascension,binaries,planets,stars
+34 14 32,18.1,HD 87883,10 08 43,0.0,1.0,1.0
+18 11 12,74.5,HD 88133,10 10 07,0.0,1.0,1.0
+12 37 15,30.9,HD 89307,10 18 21,0.0,1.0,1.0
+41 13 46,40,HD 89744,10 22 10,1.0,1.0,2.0
-29 38 44,39.6,HD 90156,10 23 55,0.0,1.0,1.0
-19 36 16.2,78.93,HD 9174,01 30 01.00,0.0,1.0,1.0
-02 11 01,32.82,HD 92788,10 42 48,0.0,1.0,1.0
-39 03 30,43.59,HD 92987,10 43 36,0.0,1.0,1.0
-33 34 37,28.9,HD 93083,10 44 20,0.0,1.0,1.0
-41 27 52,42.2,HD 93385,10 46 15,0.0,2.0,1.0
+29 15 55,53,HD 9446,01 33 20,0.0,2.0,1.0
-68 40 02.450,83.8,HD 95086,10 57 03.0215,0.0,1.0,1.0
+01 43 45.1758,139,HD 95089,10 58 47.73629,0.0,2.0,1.0
+43 48 52.0823,327,HD 95127,10 59 35.08667,0.0,1.0,1.0
-56 37 23,36.97,HD 95338,10 59 26,0.0,1.0,1.0
-38 14 42,57.24,HD 9578,01 33 17,0.0,1.0,1.0
-22 05 38.41,72.4,HD 95872,11 03 28.071,0.0,1.0,1.0
-02 30 47.587,158,HD 96063,11 04 44.4546,0.0,1.0,1.0
+44 18 05.6092,483,HD 96127,11 05 45.94825,0.0,1.0,1.0
-10 17 29,84,HD 96167,11 05 15,0.0,1.0,1.0
-30 10 28,25.6,HD 96700,11 07 54,0.0,2.0,1.0
-77 39 18,185.00,HD 97048,11 08 03,0.0,1.0,1.0
+25 42 37,21.11,HD 97658,11 14 33,0.0,1.0,1.0
-23 58 31,134,HD 98219,11 17 47,0.0,1.0,1.0
-07 11 56.8,47.1,HD 984,00 14 10.25,0.0,1.0,1.0
-23 13 02,40.3,HD 98649,11 20 52,0.0,1.0,1.0
-01 31 44,60.5,HD 99109,11 24 17,0.0,1.0,1.0
+43 57 59.685,148.6,HD 99706,11 28 30.2136,0.0,2.0,1.0
-64 42 45.1275,104,HIP 107773,21 50 00.12563,0.0,1.0,1.0
+71 18 51.595,58.45,HIP 109384,22 09 37.3996,0.0,1.0,1.0
+29 03 56.920,66.7,HIP 109600,22 12 06.2522,0.0,1.0,1.0
+00 26 43.86,55.2,HIP 116454,23 35 49.281,0.0,1.0,1.0
-19 36 42.5032,57.3,HIP 11915,02 33 49.02495,0.0,1.0,1.0
-12 23 03,111,HIP 11952,02 34 11,0.0,2.0,1.0
-23 05 12,23,HIP 12961,02 46 43,0.0,1.0,1.0
-36 06 27,701,HIP 13044,02 47 37,0.0,1.0,1.0
+21 05 50,50.55,HIP 14810,03 11 14,0.0,3.0,1.0
-03 39 57,33.19,HIP 35173,07 16 11,0.0,1.0,1.0
+10 04 49.335,116.0,HIP 41378,08 26 27.8491,0.0,5.0,1.0
-22 27 11,45,HIP 5158,01 06 02,0.0,2.0,1.0
-19 17 29,18.73,HIP 54373,11 07 28,0.0,2.0,1.0
+42 45 07,11,HIP 57050,11 41 45,0.0,1.0,1.0
+30 57 33,25.92,HIP 57274,11 44 41,0.0,3.0,1.0
-65 38 47,135,HIP 63242,12 57 32,0.0,1.0,1.0
+48 53 06.363,62.07,HIP 65407,13 24 21.0389,0.0,2.0,1.0
-51 29 44,11.1,HIP 65426,13 24 36,0.0,1.0,1.0
-58 39 51.6746,136,HIP 65891,13 30 25.27310,0.0,1.0,1.0
-54 49 51,61.89,HIP 65 A,00 00 45,0.0,1.0,1.0
-40 50 09,127.27,HIP 67522,13 50 06,0.0,1.0,1.0
-39 05 57,112.6,HIP 67537,13 50 19,0.0,1.0,1.0
-35 18 51.7033,66.0,HIP 67851,13 53 52.06197,0.0,2.0,1.0
-32 45 25.0,99.9,HIP 68468,14 01 03.61,0.0,2.0,1.0
-46 27 50,24,HIP 70849,14 29 19,1.0,1.0,2.0
-52 38 47,32.36,HIP 71135,14 32 52,0.0,1.0,1.0
-41 34 46,91.6,HIP 74890,15 18 17,0.0,1.0,1.0
+58 57 57,31.5,HIP 75458,15 24 55,0.0,1.0,1.0
-21 58 49,156.7,HIP 78530,16 01 55,0.0,1.0,1.0
-23 41 08,146.30,HIP 79098,16 08 44,1.0,1.0,2.0
-18 52 32,14.4,HIP 79431,16 12 42,0.0,1.0,1.0
-54 32 06,169.0,HIP 8541,01 50 06,0.0,1.0,1.0
+61 42 09.0124,44.9,HIP 91258,18 36 53.15422,0.0,1.0,1.0
-00 41 47.93,106,HIP 97233,19 45 41.274,0.0,1.0,1.0
+14 46 19,18.4,HN Peg,21 44 31,0.0,1.0,1.0
+06 21 01,31.49,HR 5183,13 46 57,0.0,1.0,1.0
-50 48 12,17.17,HR 810,02 42 31,0.0,1.0,1.0
-30 48 52,31.99,HR 858,02 51 56,0.0,3.0,1.0
+21 08 03.3053,39.40,HR 8799,23 07 28.71507,0.0,4.0,1.0
-05 17 41,,HU Aqr,21 07 58,1.0,3.0,2.0
-08 40 16.8338,181,HW Vir,12 44 20.23731,2.0,1.0,3.0
+13 29 51.11,220.0,K2-105,08 21 40.866,0.0,1.0,1.0
+16 25 11,262.4,K2-108,08 13 32,0.0,1.0,1.0
-12 17 04.17,111.000,K2-110,13 49 23.888,0.0,1.0,1.0
+17 34 45.83,160.500,K2-121,08 27 44.813,0.0,1.0,1.0
-13 34 36.94,59.580,K2-126,13 34 11.169,0.0,1.0,1.0
-08 35 49.43,1857.000,K2-128,13 37 45.037,0.0,1.0,1.0
-19 41 26.91,73.610,K2-130,19 21 04.863,0.0,1.0,1.0
-09 45 54.78,171.600,K2-131,12 11 00.375,0.0,1.0,1.0
+25 00 36,75.20,K2-133,04 40 36,0.0,4.0,1.0
+22 52 57.80,59.4,K2-136,04 29 38.993,1.0,3.0,2.0
-10 50 58.91,183,K2-138,23 15 47.769,0.0,5.0,1.0
+19 05 34,79.31,K2-146,08 40 06,0.0,2.0,1.0
-06 17 39.14,74.950,K2-156,12 10 48.045,0.0,1.0,1.0
-05 46 55.17,294.600,K2-157,12 15 00.321,0.0,1.0,1.0
-05 43 18.15,179.500,K2-158,11 59 45.597,0.0,1.0,1.0
-03 34 50.60,158.800,K2-159,12 02 09.816,0.0,1.0,1.0
-03 33 11.10,396.200,K2-160,12 16 13.099,0.0,1.0,1.0
-03 29 44.20,735.900,K2-161,12 15 10.522,0.0,1.0,1.0
-01 06 40.86,122.200,K2-162,12 24 09.281,0.0,1.0,1.0
-00 32 20.59,201.200,K2-163,12 09 19.039,0.0,1.0,1.0
+00 03 46.22,253.000,K2-164,11 27 44.080,0.0,1.0,1.0
+00 58 06.23,120.200,K2-165,12 19 36.080,0.0,3.0,1.0
+02 16 56.77,531.100,K2-166,12 20 45.189,0.0,1.0,1.0
-18 00 40.21,81.300,K2-167,22 26 18.189,0.0,1.0,1.0
-16 20 30,245.56,K2-168,22 12 26,0.0,2.0,1.0
-14 35 57.77,339.900,K2-169,22 28 10.625,0.0,1.0,1.0
-14 35 35.83,496.800,K2-170,22 21 48.174,0.0,2.0,1.0
-13 25 43.91,44.940,K2-171,22 09 21.797,0.0,1.0,1.0
-12 33 24.84,272.200,K2-172,22 21 14.010,0.0,2.0,1.0
+15 37 30.13,302.000,K2-173,04 01 29.988,0.0,1.0,1.0
+16 20 50.81,122.300,K2-174,04 03 10.282,0.0,1.0,1.0
+17 35 03.09,224.700,K2-175,03 30 00.859,0.0,1.0,1.0
+17 54 25.46,272.300,K2-176,03 53 04.600,0.0,1.0,1.0
+20 44 09.88,459.100,K2-177,03 40 55.095,0.0,1.0,1.0
+22 26 05.53,373.500,K2-178,03 31 33.332,0.0,1.0,1.0
+23 45 24.51,210.400,K2-179,03 55 11.256,0.0,1.0,1.0
+10 14 49.08,187.800,K2-180,08 25 51.344,0.0,1.0,1.0
+10 54 37.06,305.400,K2-181,08 30 12.968,0.0,1.0,1.0
+10 58 58.59,156.600,K2-182,08 40 43.278,0.0,1.0,1.0
+14 01 10.06,589.900,K2-183,08 20 01.718,0.0,3.0,1.0
+14 27 42.97,72.710,K2-184,08 36 33.626,0.0,1.0,1.0
+14 41 25.15,372.500,K2-185,08 41 02.318,0.0,1.0,1.0
+18 49 31.63,335.500,K2-186,09 01 20.395,0.0,1.0,1.0
+23 11 33.36,320.700,K2-187,08 50 05.666,0.0,4.0,1.0
+23 21 26.93,484.300,K2-188,08 39 15.271,0.0,2.0,1.0
-15 02 10.89,259.500,K2-189,13 34 29.110,0.0,2.0,1.0
-13 09 39.23,145.800,K2-190,13 41 27.239,0.0,2.0,1.0
-12 48 23.65,297.500,K2-191,13 26 33.402,0.0,1.0,1.0
-11 33 22.51,257.800,K2-192,13 46 19.746,0.0,1.0,1.0
-11 00 33.47,369.800,K2-193,13 40 56.895,0.0,1.0,1.0
-08 55 37.74,626.400,K2-194,13 38 26.144,0.0,1.0,1.0
-08 30 34.13,499.800,K2-195,13 19 19.563,0.0,2.0,1.0
-08 28 18.19,435.700,K2-196,13 21 49.523,0.0,1.0,1.0
-07 22 26.41,269.300,K2-197,13 29 34.479,0.0,1.0,1.0
-06 27 54,110.91,K2-198,13 15 23,0.0,3.0,1.0
-06 08 10.12,110.000,K2-199,13 55 36.409,0.0,2.0,1.0
-04 36 36.82,183.900,K2-200,13 29 00.385,0.0,1.0,1.0
-23 07 51.73,1666.000,K2-201,19 34 14.575,0.0,2.0,1.0
-22 24 25.32,771.700,K2-202,18 53 03.428,0.0,1.0,1.0
-01 11 45.21,803.700,K2-203,00 51 05.698,0.0,1.0,1.0
+00 31 03.43,482.600,K2-204,01 09 31.805,0.0,1.0,1.0
+00 25 33.59,420.900,K2-205,01 00 52.197,0.0,1.0,1.0
+00 35 35.73,255.300,K2-206,00 45 01.515,0.0,1.0,1.0
+00 38 26.87,358.500,K2-207,00 46 47.929,0.0,1.0,1.0
+00 53 21.04,271.900,K2-208,01 23 06.983,0.0,1.0,1.0
+01 23 01.72,69.170,K2-209,00 58 45.764,0.0,1.0,1.0
+01 34 41.76,179.200,K2-210,01 10 33.825,0.0,1.0,1.0
+01 42 17.83,272.000,K2-211,01 24 25.429,0.0,1.0,1.0
+03 05 48.97,63.630,K2-212,01 13 41.618,0.0,1.0,1.0
+03 30 27.74,336.100,K2-213,00 52 33.673,0.0,1.0,1.0
+04 13 40.07,234.700,K2-214,00 59 30.258,0.0,1.0,1.0
+06 07 26.05,473.100,K2-215,01 13 52.821,0.0,1.0,1.0
+06 20 49.10,1159.000,K2-216,00 45 55.260,0.0,1.0,1.0
+06 28 53.62,441.100,K2-217,00 45 11.614,0.0,1.0,1.0
+06 50 47.26,440.500,K2-218,00 51 14.318,0.0,1.0,1.0
+08 52 03.50,280.500,K2-219,00 51 22.874,0.0,3.0,1.0
+09 31 00.50,231.300,K2-220,00 51 04.767,0.0,1.0,1.0
+10 11 22.87,344.100,K2-221,01 06 37.196,0.0,1.0,1.0
+11 45 12.32,98.750,K2-222,01 05 50.947,0.0,1.0,1.0
-10 16 55.33,323.200,K2-223,12 21 13.476,0.0,2.0,1.0
-10 03 38.35,423.800,K2-224,12 38 48.982,0.0,1.0,1.0
-09 37 29.29,400.200,K2-225,12 26 09.911,0.0,1.0,1.0
-09 33 45.51,470.900,K2-226,12 14 34.979,0.0,1.0,1.0
-08 28 41.65,277.900,K2-227,12 43 47.633,0.0,1.0,1.0
-06 50 03.33,138.400,K2-228,12 29 10.749,0.0,1.0,1.0
-06 43 18.70,114.700,K2-229,12 27 29.583,0.0,2.0,1.0
-06 34 33.99,497.600,K2-230,12 45 27.169,0.0,1.0,1.0
-15 46 15.99,295,K2-231,19 16 22.039,0.0,1.0,1.0
+00 56 15,77.16,K2-266,10 31 45,0.0,4.0,1.0
+24 35 47.08,93,K2-26,06 16 49.579,0.0,1.0,1.0
-06 01 40,396.64,K2-293,23 26 26,0.0,1.0,1.0
+16 24 51,,K2-308,05 13 21,0.0,1.0,1.0
+22 17 58,336.3,K2-30,03 29 22,0.0,1.0,1.0
+22 14 09.27,377.0,K2-34,08 30 18.905,0.0,1.0,1.0
+03 51 59,110.09,K2-36,11 17 48,0.0,2.0,1.0
-09 01 21.968,255.0,K2-39,22 33 28.4135,0.0,1.0,1.0
-01 27 17,45.00,K2-3,11 29 20,0.0,3.0,1.0
-08 19 03.22,266.000,K2-41,13 26 37.247,0.0,1.0,1.0
-03 58 32,183.48,K2-43,11 16 28,0.0,2.0,1.0
-14 02 59.31,1160.000,K2-58,22 15 17.237,0.0,3.0,1.0
-13 16 06,498.7,K2-60,22 34 25,0.0,1.0,1.0
-13 33 36.09,452.100,K2-61,22 38 41.938,0.0,1.0,1.0
-12 11 14.99,108.400,K2-62,22 17 27.403,0.0,2.0,1.0
-12 03 59,524.41,K2-63,22 13 42,0.0,2.0,1.0
-10 55 31.35,72.200,K2-65,22 12 50.820,0.0,1.0,1.0
-10 42 42,520.43,K2-66,22 06 06,0.0,1.0,1.0
-10 34 02.34,173.500,K2-68,22 16 04.748,0.0,1.0,1.0
-10 05 05.81,240.900,K2-70,22 33 54.191,0.0,1.0,1.0
-09 03 21.93,290.000,K2-73,22 20 06.115,0.0,1.0,1.0
-08 42 52.22,481.300,K2-74,22 39 40.644,0.0,1.0,1.0
-07 28 11.47,516.100,K2-75,22 35 22.764,0.0,2.0,1.0
+13 31 09.74,212.300,K2-79,03 41 01.417,0.0,1.0,1.0
+13 33 33.44,210.000,K2-80,03 56 08.997,0.0,3.0,1.0
+18 27 54.91,85.560,K2-85,03 57 51.455,0.0,1.0,1.0
+18 38 08.22,245.500,K2-86,03 26 12.672,0.0,1.0,1.0
+04 22 53.28,45.830,K2-96,00 34 57.524,0.0,2.0,1.0
+10 50 51,901.5,K2-97,08 31 03,0.0,1.0,1.0
+44 20 02.1566,51.6,Kappa Andromedae,23 40 24.50763,0.0,1.0,1.0
+35 39 26.5671,30.50,kappa CrB,15 51 13.93127,0.0,1.0,1.0
-45 01 06.2899,3.911,Kapteyn,05 11 40.58112,0.0,2.0,1.0
-47 00 11.68,183,KELT-10,18 58 11.601,0.0,1.0,1.0
-09 23 56.5,98.0,KELT-11,10 46 49.74,0.0,1.0,1.0
+36 34 12.8,360.0,KELT-12,17 50 33.73,0.0,1.0,1.0
-52 07 13.55,291,KELT-15,07 49 39.601,0.0,1.0,1.0
+31 39 40,365.0,KELT-16,20 57 04,0.0,1.0,1.0
+13 44 07.2,210,KELT-17,08 22 28.21,0.0,1.0,1.0
+59 26 39.290,331,KELT-18,14 26 05.7579,0.0,1.0,1.0
+07 36 56.83,278,KELT-19,07 26 02.289,1.0,1.0,2.0
+32 34 51.77,415,KELT-21,20 19 12.004,0.0,1.0,1.0
+66 21 31.54,126.7,KELT-23,15 28 35.193,1.0,1.0,2.0
+71 39 21,96.03,KELT-24,10 47 38,0.0,1.0,1.0
+30 57 25.7,128.6,KELT-2,06 10 39.35,1.0,1.0,2.0
+40 23 16.981,178,KELT-3,09 54 34.3880,0.0,1.0,1.0
+25 34 23.5,210,KELT-4,10 28 15.011,2.0,1.0,3.0
+30 38 24.18,222,KELT-6,13 03 55.648,0.0,2.0,1.0
+33 19 05.40,129,KELT-7,05 13 10.93,0.0,1.0,1.0
+24 07 38.6,236,KELT-8,18 53 13.322,0.0,1.0,1.0
+47 05 54,,Kepler-1000,19 06 45,0.0,1.0,1.0
+48 37 07,,Kepler-1001,19 05 06,0.0,1.0,1.0
+43 04 25,,Kepler-1002,19 32 19,0.0,1.0,1.0
+44 52 34,,Kepler-1003,19 28 05,0.0,1.0,1.0
+43 19 14,,Kepler-1005,19 05 09,0.0,1.0,1.0
+42 32 15,,Kepler-1006,19 43 01,0.0,1.0,1.0
+45 48 33,,Kepler-1007,19 43 38,0.0,1.0,1.0
+44 56 31,,Kepler-1008,19 46 11,0.0,1.0,1.0
+42 39 57,,Kepler-1009,18 51 26,0.0,1.0,1.0
+41 59 24,296.6,Kepler-100,19 25 32,0.0,3.0,1.0
+44 08 58,,Kepler-1010,19 16 46,0.0,1.0,1.0
+46 49 26,,Kepler-1011,19 49 36,0.0,1.0,1.0
+46 27 29,,Kepler-1012,19 17 11,0.0,1.0,1.0
+44 26 07,,Kepler-1013,19 20 59.5,0.0,1.0,1.0
+44 06 38,,Kepler-1014,19 00 29,0.0,1.0,1.0
+43 25 37,,Kepler-1015,19 31 02,0.0,1.0,1.0
+45 59 05,,Kepler-1016,19 38 27,0.0,2.0,1.0
+40 07 57,,Kepler-1017,18 53 53,0.0,1.0,1.0
+45 24 28,,Kepler-1018,18 54 23,0.0,1.0,1.0
+47 12 16,,Kepler-1019,18 54 52,0.0,1.0,1.0
+48 21 18.84,990.44,Kepler-101,18 53 01.32,0.0,2.0,1.0
+46 22 39,,Kepler-1020,19 30 41,0.0,1.0,1.0
+42 33 35,,Kepler-1021,19 40 49,0.0,1.0,1.0
+46 58 25,,Kepler-1022,19 17 24,0.0,1.0,1.0
+49 46 11,,Kepler-1023,19 16 07,0.0,1.0,1.0
+38 15 06,,Kepler-1024,19 27 48,0.0,1.0,1.0
+43 57 42,,Kepler-1025,18 58 02,0.0,1.0,1.0
+39 59 53,,Kepler-1026,18 54 25,0.0,1.0,1.0
+42 48 50,,Kepler-1027,19 10 17,0.0,1.0,1.0
+49 46 52,,Kepler-1028,19 18 22,0.0,1.0,1.0
+41 32 51,,Kepler-1029,19 28 32,0.0,1.0,1.0
+47 12 28,119.3,Kepler-102,18 45 55,0.0,5.0,1.0
+45 49 03,,Kepler-1030,19 34 44,0.0,1.0,1.0
+48 57 19,,Kepler-1031,19 44 22,0.0,1.0,1.0
+40 05 52,,Kepler-1032,19 19 43,0.0,1.0,1.0
+44 36 33,,Kepler-1033,18 55 23,0.0,1.0,1.0
+37 58 01,,Kepler-1034,19 04 28,0.0,1.0,1.0
+42 52 57,,Kepler-1035,19 16 10,0.0,1.0,1.0
+49 56 45,,Kepler-1036,19 40 44,0.0,1.0,1.0
+47 10 15,,Kepler-1037,19 45 22,0.0,1.0,1.0
+44 07 57,,Kepler-1038,19 55 53,0.0,1.0,1.0
+45 18 56,,Kepler-1039,19 53 18,0.0,1.0,1.0
+40 03 52,476.8,Kepler-103,19 15 56.2,0.0,2.0,1.0
+48 07 53,,Kepler-1040,18 52 27,0.0,1.0,1.0
+49 40 59,,Kepler-1041,19 35 32,0.0,1.0,1.0
+39 49 26,,Kepler-1042,19 14 41,0.0,1.0,1.0
+47 34 07,,Kepler-1043,18 46 39,0.0,1.0,1.0
+46 39 58,,Kepler-1044,19 32 35,0.0,1.0,1.0
+45 04 27,,Kepler-1045,18 56 44,0.0,1.0,1.0
+46 59 54,,Kepler-1046,19 47 01,0.0,1.0,1.0
+50 47 20,,Kepler-1047,19 14 35,0.0,2.0,1.0
+42 09 57,,Kepler-1048,18 47 36,0.0,1.0,1.0
+47 46 23,,Kepler-1049,19 09 23,0.0,1.0,1.0
+42 10 00,491.00,Kepler-104,19 10 25,0.0,3.0,1.0
+48 37 35,,Kepler-1050,18 51 42,0.0,2.0,1.0
+40 53 56,,Kepler-1051,19 40 38,0.0,1.0,1.0
+46 36 08,,Kepler-1052,19 41 22,0.0,1.0,1.0
+39 07 39,,Kepler-1053,19 25 40,0.0,1.0,1.0
+44 33 23,,Kepler-1054,19 22 24,0.0,1.0,1.0
+44 55 57,,Kepler-1055,19 21 57,0.0,1.0,1.0
+46 53 57,,Kepler-1056,19 58 06,0.0,1.0,1.0
+41 33 29,,Kepler-1057,19 49 49,0.0,1.0,1.0
+45 52 30,,Kepler-1058,19 38 23,0.0,1.0,1.0
+41 42 23,,Kepler-1059,19 16 53,0.0,1.0,1.0
+46 16 34,488.45,Kepler-105,19 11 32,0.0,3.0,1.0
+39 37 51,,Kepler-1060,19 04 06,0.0,1.0,1.0
+50 16 31,,Kepler-1061,19 44 55,0.0,1.0,1.0
+41 13 18,,Kepler-1062,18 55 36,0.0,1.0,1.0
+38 08 35,,Kepler-1063,19 22 06,0.0,1.0,1.0
+37 41 20,,Kepler-1064,19 26 58,0.0,1.0,1.0
+38 47 26,,Kepler-1065,19 38 03,0.0,2.0,1.0
+46 30 08,,Kepler-1066,19 55 28,0.0,1.0,1.0
+45 02 57,,Kepler-1067,19 01 33,0.0,1.0,1.0
+46 23 33,,Kepler-1068,19 38 36,0.0,1.0,1.0
+47 59 20,,Kepler-1069,19 23 55,0.0,1.0,1.0
+44 20 15,453.9,Kepler-106,20 03 27,0.0,4.0,1.0
+49 18 59,,Kepler-1070,19 32 47,0.0,1.0,1.0
+45 14 56,,Kepler-1071,19 32 14,0.0,1.0,1.0
+46 19 44,,Kepler-1072,19 28 11,0.0,1.0,1.0
+38 13 59,,Kepler-1073,19 36 37,0.0,2.0,1.0
+46 15 09,,Kepler-1074,18 57 54,0.0,1.0,1.0
+47 28 09,,Kepler-1075,19 10 00,0.0,1.0,1.0
+51 03 38,,Kepler-1076,19 10 22,0.0,1.0,1.0
+42 16 04,,Kepler-1077,19 24 08,0.0,1.0,1.0
+43 03 00,,Kepler-1078,19 32 48,0.0,1.0,1.0
+45 46 11,,Kepler-1079,19 58 12,0.0,1.0,1.0
+48 12 30,512.66,Kepler-107,19 48 06,0.0,4.0,1.0
+49 10 58,,Kepler-1080,19 45 51,0.0,1.0,1.0
+41 19 04,,Kepler-1081,19 17 47,0.0,1.0,1.0
+50 35 55,,Kepler-1082,19 17 26,0.0,1.0,1.0
+45 11 54,,Kepler-1083,18 52 39,0.0,1.0,1.0
+48 15 04,,Kepler-1084,19 20 24,0.0,1.0,1.0
+46 08 28,,Kepler-1085,19 09 55,0.0,1.0,1.0
+45 50 35,,Kepler-1086,19 41 00,0.0,2.0,1.0
+46 00 20,,Kepler-1087,19 39 55,0.0,1.0,1.0
+42 27 02,,Kepler-1088,18 46 15,0.0,1.0,1.0
+49 11 24,,Kepler-1089,19 24 22,0.0,1.0,1.0
+46 03 44.98,313.0,Kepler-108,19 38 14.139,1.0,2.0,2.0
+44 31 33,,Kepler-1090,19 42 39,0.0,1.0,1.0
+43 40 15,,Kepler-1091,19 59 09,0.0,1.0,1.0
+47 06 46,,Kepler-1092,19 50 54,0.0,1.0,1.0
+41 25 13,,Kepler-1093,18 59 55,0.0,2.0,1.0
+38 16 01,,Kepler-1094,19 29 12,0.0,1.0,1.0
+41 21 54,,Kepler-1095,19 33 03,0.0,1.0,1.0
+45 58 10,,Kepler-1096,19 38 50,0.0,1.0,1.0
+42 35 47,,Kepler-1097,18 46 23,0.0,1.0,1.0
+43 13 58,,Kepler-1098,19 42 01,0.0,1.0,1.0
+48 16 38,,Kepler-1099,19 14 59.9,0.0,1.0,1.0
+40 17 05.66,468.1,Kepler-109,19 21 34.263,0.0,2.0,1.0
+50 14 29,173,Kepler-10,19 02 43,0.0,3.0,1.0
+44 05 15,,Kepler-1100,19 27 29,0.0,1.0,1.0
+45 40 17,,Kepler-1101,19 38 17,0.0,1.0,1.0
+48 03 59,,Kepler-1102,18 45 17,0.0,1.0,1.0
+49 27 09,,Kepler-1103,19 09 32,0.0,1.0,1.0
+49 19 52,,Kepler-1104,19 37 52,0.0,1.0,1.0
+42 27 18,,Kepler-1105,18 44 27,0.0,1.0,1.0
+44 03 45,,Kepler-1106,19 24 35,0.0,1.0,1.0
+39 08 30,,Kepler-1107,19 24 12,0.0,1.0,1.0
+45 59 07,,Kepler-1108,19 44 10,0.0,1.0,1.0
+39 23 48,,Kepler-1109,19 26 35,0.0,1.0,1.0
+48 36 10,532.42,Kepler-110,19 31 42,0.0,2.0,1.0
+38 37 22,,Kepler-1110,19 27 14,0.0,1.0,1.0
+45 48 46,,Kepler-1111,19 41 51,0.0,1.0,1.0
+47 45 05,,Kepler-1112,19 47 53,0.0,1.0,1.0
+39 20 20,,Kepler-1113,19 17 38,0.0,1.0,1.0
+45 50 05,,Kepler-1114,19 56 57,0.0,1.0,1.0
+40 08 40,,Kepler-1115,19 39 58,0.0,1.0,1.0
+44 06 56,,Kepler-1116,19 27 44,0.0,1.0,1.0
+49 14 15,,Kepler-1117,19 28 20,0.0,1.0,1.0
+44 09 39,,Kepler-1118,19 59 52,0.0,1.0,1.0
+44 19 39,,Kepler-1119,19 48 05,0.0,1.0,1.0
+44 41 17,691.04,Kepler-111,19 26 36,0.0,2.0,1.0
+42 17 12,,Kepler-1120,19 23 39,0.0,1.0,1.0
+47 53 10,,Kepler-1121,19 51 09,0.0,1.0,1.0
+46 20 27,,Kepler-1122,19 13 07,0.0,1.0,1.0
+50 40 13,,Kepler-1123,19 38 04,0.0,1.0,1.0
+37 53 29,,Kepler-1124,19 06 23,0.0,1.0,1.0
+40 43 55,,Kepler-1125,19 41 55,0.0,1.0,1.0
+45 41 22,,Kepler-1126,19 02 46,0.0,1.0,1.0
+42 43 15,,Kepler-1127,19 32 52,0.0,1.0,1.0
+39 24 12,,Kepler-1128,19 32 15,0.0,1.0,1.0
+41 18 34,,Kepler-1129,19 26 25,0.0,2.0,1.0
+43 12 35,495.55,Kepler-112,19 47 55,0.0,2.0,1.0
+45 23 04,,Kepler-1130,19 00 50,0.0,1.0,1.0
+49 15 41,,Kepler-1131,19 42 36,0.0,1.0,1.0
+48 25 26,,Kepler-1132,19 05 28,0.0,1.0,1.0
+42 52 03,,Kepler-1133,19 33 17,0.0,1.0,1.0
+42 28 42,,Kepler-1134,19 42 16,0.0,1.0,1.0
+44 45 24,,Kepler-1135,19 04 01,0.0,1.0,1.0
+44 14 45,,Kepler-1136,18 56 26,0.0,1.0,1.0
+48 39 55,,Kepler-1137,19 08 31,0.0,1.0,1.0
+48 18 26,,Kepler-1138,19 03 36,0.0,1.0,1.0
+39 13 50,,Kepler-1139,19 11 47,0.0,1.0,1.0
+50 56 39,255.9,Kepler-113,19 11 59,0.0,2.0,1.0
+46 56 47,,Kepler-1140,18 46 47,0.0,1.0,1.0
+47 43 33,,Kepler-1141,19 22 10,0.0,1.0,1.0
+44 04 56,,Kepler-1142,19 30 51,0.0,1.0,1.0
+39 17 23,,Kepler-1143,19 09 13,0.0,2.0,1.0
+47 15 29,,Kepler-1144,19 20 10,0.0,1.0,1.0
+43 02 40,,Kepler-1145,19 41 14,0.0,1.0,1.0
+47 25 32,,Kepler-1146,19 06 52,0.0,1.0,1.0
+41 38 35,,Kepler-1147,19 30 11,0.0,1.0,1.0
+45 43 10,,Kepler-1148,19 23 49,0.0,1.0,1.0
+45 09 06,,Kepler-1149,19 36 45,0.0,1.0,1.0
+48 20 58,267.07,Kepler-114,19 36 29,0.0,3.0,1.0
+49 31 58,,Kepler-1150,19 46 54,0.0,1.0,1.0
+47 52 42,,Kepler-1151,19 28 59,0.0,1.0,1.0
+44 06 28,,Kepler-1152,19 21 44,0.0,1.0,1.0
+45 51 58,,Kepler-1153,19 16 35,0.0,1.0,1.0
+39 52 38,,Kepler-1154,19 49 55,0.0,2.0,1.0
+39 31 22,,Kepler-1155,19 15 17,0.0,1.0,1.0
+46 03 27,,Kepler-1156,19 15 42,0.0,1.0,1.0
+43 31 32,,Kepler-1157,18 52 29,0.0,1.0,1.0
+41 34 31,,Kepler-1158,19 28 56,0.0,1.0,1.0
+45 12 16,,Kepler-1159,19 37 04,0.0,1.0,1.0
+45 15 42,706.14,Kepler-115,19 50 50,0.0,2.0,1.0
+43 21 51,,Kepler-1160,19 11 31,0.0,1.0,1.0
+45 26 26,,Kepler-1161,19 56 19,0.0,1.0,1.0
+45 26 03,,Kepler-1162,18 53 10,0.0,1.0,1.0
+50 01 48,,Kepler-1163,19 20 57,0.0,1.0,1.0
+38 53 40,,Kepler-1164,19 10 07,0.0,1.0,1.0
+44 42 30,,Kepler-1165,19 07 53,0.0,1.0,1.0
+50 54 10,,Kepler-1166,19 21 24,0.0,1.0,1.0
+47 41 38,,Kepler-1167,19 53 13,0.0,1.0,1.0
