alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,37197660,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37197660&format=geojson,0.02882,,67.0,",ci37197660,",0.32,ml,,ci,24.0,"9km ENE of Aguanga, CA",0.13,2,",ci,",reviewed,1538541170910,"M 0.3 - 9km ENE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538579583924,https://earthquake.usgs.gov/earthquakes/eventpage/ci37197660
,,70628347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70628347&format=geojson,0.005901,,68.0,",hv70628347,",1.75,ml,,hv,17.0,"4km W of Volcano, Hawaii",0.21,47,",hv,",automatic,1538541145380,"M 1.8 - 4km W of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538541488670,https://earthquake.usgs.gov/earthquakes/eventpage/hv70628347
,,37377762,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377762&format=geojson,0.02246,,40.0,",ci37377762,",0.44,ml,,ci,32.0,"10km NE of Aguanga, CA",0.17,3,",ci,",reviewed,1538541142690,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538579067799,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377762
,,20270040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270040&format=geojson,,,,",ak20270040,",1.0,ml,,ak,,"72km E of Cape Yakataga, Alaska",0.53,15,",ak,",reviewed,1538541022048,"M 1.0 Ice Quake - 72km E of Cape Yakataga, Alaska",0,ice quake,",geoserve,origin,phase-data,",-540.0,1539219812308,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270040
,,20270039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270039&format=geojson,,,,",ak20270039,",1.0,ml,,ak,,"94km SSW of McGrath, Alaska",0.54,15,",ak,",reviewed,1538540961659,"M 1.0 - 94km SSW of McGrath, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219811727,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270039
,,00659452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659452&format=geojson,0.135,,131.81,",nn00659452,",-0.2,ml,,nn,11.0,"37km SSE of Goldfield, Nevada",0.1116,0,",nn,",reviewed,1538540647188,"M -0.2 - 37km SSE of Goldfield, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618697118,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659452
,,1000h62f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h62f&format=geojson,1.83,,98.0,",ak20270011,us1000h62f,",4.6,mb,,us,,"31km NNE of Nikolski, Alaska",0.86,326,",ak,us,",reviewed,1538539978530,"M 4.6 - 31km NNE of Nikolski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219810976,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h62f
,,20270007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270007&format=geojson,,,,",ak20270007,",1.1,ml,,ak,,"39km NNE of North Nenana, Alaska",0.51,19,",ak,",reviewed,1538539905700,"M 1.1 - 39km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219810380,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270007
,,20270012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270012&format=geojson,,,,",ak20270012,",0.4,ml,,ak,,"40km NNE of North Nenana, Alaska",0.56,2,",ak,",reviewed,1538539877706,"M 0.4 - 40km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219809868,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270012
,,20276350,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20276350&format=geojson,,,,",ak20276350,",2.5,ml,,ak,,"101km S of False Pass, Alaska",0.55,96,",ak,",reviewed,1538539713152,"M 2.5 - 101km S of False Pass, Alaska",0,earthquake,",geoserve,origin,phase-data,",-660.0,1539219809316,https://earthquake.usgs.gov/earthquakes/eventpage/ak20276350
,,00659448,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659448&format=geojson,0.34,,182.03,",nn00659448,",0.4,ml,,nn,10.0,"40km SW of Alamo, Nevada",0.1697,2,",nn,",reviewed,1538539657424,"M 0.4 - 40km SW of Alamo, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618695204,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659448
,,20270009,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270009&format=geojson,,,,",ak20270009,",1.8,ml,,ak,,"117km NNW of Arctic Village, Alaska",0.63,50,",ak,",reviewed,1538539475985,"M 1.8 - 117km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219808764,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270009
,,20270000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270000&format=geojson,,,,",ak20270000,",2.1,ml,,ak,,"37km NNE of North Nenana, Alaska",0.42,68,",ak,",reviewed,1538539452411,"M 2.1 - 37km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219808115,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270000
,,20269999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269999&format=geojson,,,,",ak20269999,",1.2,ml,,ak,,"66km W of Valdez, Alaska",0.79,22,",ak,",reviewed,1538539384413,"M 1.2 Ice Quake - 66km W of Valdez, Alaska",0,ice quake,",geoserve,origin,phase-data,",-540.0,1539219807489,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269999
,,80312154,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80312154&format=geojson,0.096,,111.0,",mb80312154,",1.13,ml,,mb,10.0,"12km SE of Lincoln, Montana",0.07,20,",mb,",reviewed,1538538968970,"M 1.1 - 12km SE of Lincoln, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538574295910,https://earthquake.usgs.gov/earthquakes/eventpage/mb80312154
,,20276346,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20276346&format=geojson,,,,",ak20276346,",2.0,ml,,ak,,"95km NW of Arctic Village, Alaska",0.52,62,",ak,",reviewed,1538538745714,"M 2.0 - 95km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219806977,https://earthquake.usgs.gov/earthquakes/eventpage/ak20276346
,,20269996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269996&format=geojson,,,,",ak20269996,",1.9,ml,,ak,,"96km NW of Arctic Village, Alaska",0.84,56,",ak,",reviewed,1538538707999,"M 1.9 - 96km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219806320,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269996
,,20269992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269992&format=geojson,,,,",ak20269992,",0.8,ml,,ak,,"34km NNE of North Nenana, Alaska",0.52,10,",ak,",reviewed,1538538560206,"M 0.8 - 34km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219805717,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269992
,,20269991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269991&format=geojson,,,,",ak20269991,",0.6,ml,,ak,,"39km NNE of North Nenana, Alaska",0.75,6,",ak,",reviewed,1538538485100,"M 0.6 - 39km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219805146,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269991
,,20269988,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269988&format=geojson,,,,",ak20269988,",0.6,ml,,ak,,"36km NNE of North Nenana, Alaska",0.37,6,",ak,",reviewed,1538537957280,"M 0.6 - 36km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219804565,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269988
,,20269985,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269985&format=geojson,,,,",ak20269985,",1.1,ml,,ak,,"37km NNE of North Nenana, Alaska",0.44,19,",ak,",reviewed,1538537921650,"M 1.1 - 37km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219803980,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269985
green,3.1,20269968,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269968&format=geojson,,19.0,,",ak20269968,us1000h61r,",3.9,ml,5.1,ak,,"44km N of North Nenana, Alaska",0.91,240,",ak,us,",reviewed,1538537377544,"M 3.9 - 44km N of North Nenana, Alaska",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-540.0,1539220210901,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269968
,,20276339,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20276339&format=geojson,,,,",ak20276339,",1.7,ml,,ak,,"117km NNW of Arctic Village, Alaska",0.66,44,",ak,",reviewed,1538537263695,"M 1.7 - 117km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219802358,https://earthquake.usgs.gov/earthquakes/eventpage/ak20276339
,,20269965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269965&format=geojson,,,,",ak20269965,",0.5,ml,,ak,,"20km WSW of Salcha, Alaska",0.42,4,",ak,",reviewed,1538537213260,"M 0.5 - 20km WSW of Salcha, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219801744,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269965
,,20269964,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269964&format=geojson,,,,",ak20269964,",1.9,ml,,ak,,"123km N of Larsen Bay, Alaska",0.38,56,",ak,",reviewed,1538537009486,"M 1.9 - 123km N of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219801174,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269964
,,00659404,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659404&format=geojson,0.08,,115.54,",nn00659404,",0.8,ml,,nn,12.0,"38km SE of Bridgeport, California",0.1634,10,",nn,",reviewed,1538536738369,"M 0.8 - 38km SE of Bridgeport, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618667377,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659404
,,20276336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20276336&format=geojson,,,,",ak20276336,",2.3,ml,,ak,,"42km SW of Nikolski, Alaska",0.41,81,",ak,",reviewed,1538535634195,"M 2.3 - 42km SW of Nikolski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539219800643,https://earthquake.usgs.gov/earthquakes/eventpage/ak20276336
,,1000h61k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h61k&format=geojson,2.787,,26.0,",us1000h61k,",4.6,mb,,us,,"14km ESE of Tupiza, Bolivia",1.09,326,",us,",reviewed,1538535290950,"M 4.6 - 14km ESE of Tupiza, Bolivia",0,earthquake,",geoserve,origin,phase-data,",-240.0,1539228335040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h61k
,,20269962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269962&format=geojson,,,,",ak20269962,",1.3,ml,,ak,,"75km NNW of Valdez, Alaska",0.45,26,",ak,",reviewed,1538534733711,"M 1.3 - 75km NNW of Valdez, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219800034,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269962
,,61791026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61791026&format=geojson,0.0343,,225.0,",av61791026,",-0.16,ml,,av,6.0,"94km SE of King Salmon, Alaska",0.11,0,",av,",reviewed,1538534439750,"M -0.2 - 94km SE of King Salmon, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538593445940,https://earthquake.usgs.gov/earthquakes/eventpage/av61791026
,,37377730,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377730&format=geojson,0.03315,,90.0,",ci37377730,",1.3,ml,,ci,34.0,"11km SSW of Valencia, CA",0.25,26,",ci,",reviewed,1538533784770,"M 1.3 - 11km SSW of Valencia, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538577751658,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377730
,,61434021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61434021&format=geojson,0.02126,,106.0,",uw61434021,",0.81,ml,,uw,10.0,"28km NNW of Packwood, Washington",0.05,10,",uw,",reviewed,1538533769010,"M 0.8 - 28km NNW of Packwood, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538775691380,https://earthquake.usgs.gov/earthquakes/eventpage/uw61434021
,,2018276001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018276001&format=geojson,1.1715,,259.0,",pr2018276001,us1000h62w,",3.1,md,,pr,5.0,"86km NE of Miches, Dominican Republic",0.08,148,",pr,us,",reviewed,1538533448210,"M 3.1 - 86km NE of Miches, Dominican Republic",0,earthquake,",geoserve,origin,phase-data,",-300.0,1539227300040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018276001
,,61434016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61434016&format=geojson,0.0245,,175.0,",uw61434016,",0.65,ml,,uw,6.0,"27km NNW of Packwood, Washington",0.03,6,",uw,",reviewed,1538533186990,"M 0.7 - 27km NNW of Packwood, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538594073400,https://earthquake.usgs.gov/earthquakes/eventpage/uw61434016
,,73092836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092836&format=geojson,0.007785,,121.0,",nc73092836,",1.02,md,,nc,14.0,"2km SE of The Geysers, CA",0.02,16,",nc,",automatic,1538532878340,"M 1.0 - 2km SE of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538533803225,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092836
,,20269960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269960&format=geojson,,,,",ak20269960,",0.8,ml,,ak,,"153km E of Chitina, Alaska",0.47,10,",ak,",reviewed,1538532279285,"M 0.8 - 153km E of Chitina, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219799452,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269960
,,73092831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092831&format=geojson,0.01459,,62.0,",nc73092831,",1.31,md,,nc,38.0,"6km WNW of The Geysers, CA",0.04,26,",nc,",reviewed,1538532074160,"M 1.3 - 6km WNW of The Geysers, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538612043426,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092831
,,60298952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298952&format=geojson,0.1922,,103.0,",uu60298952,",1.1,md,,uu,11.0,"7km WNW of Enoch, Utah",0.11,19,",uu,",reviewed,1538532053110,"M 1.1 - 7km WNW of Enoch, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538588713440,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298952
,,37377722,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377722&format=geojson,0.01327,,95.0,",ci37377722,",0.5,ml,,ci,18.0,"9km NE of Aguanga, CA",0.1,4,",ci,",reviewed,1538532039500,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538573634692,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377722
,,20269959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269959&format=geojson,,,,",ak20269959,",0.7,ml,,ak,,"78km NW of Yakutat, Alaska",0.49,8,",ak,",reviewed,1538531944923,"M 0.7 - 78km NW of Yakutat, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219798927,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269959
,,20269957,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269957&format=geojson,,,,",ak20269957,",1.3,ml,,ak,,"53km W of Talkeetna, Alaska",0.13,26,",ak,",reviewed,1538531093094,"M 1.3 - 53km W of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219798387,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269957
,,60298947,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298947&format=geojson,0.1886,,104.0,",uu60298947,",1.16,ml,,uu,10.0,"8km W of Enoch, Utah",0.08,21,",uu,",reviewed,1538531033940,"M 1.2 - 8km W of Enoch, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538588962250,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298947
,,00659400,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659400&format=geojson,0.07,,66.38,",nn00659400,",0.9,ml,,nn,17.0,"37km ESE of Bridgeport, California",0.145,12,",nn,",reviewed,1538530771559,"M 0.9 - 37km ESE of Bridgeport, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618665875,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659400
,,37377706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377706&format=geojson,0.007134,,56.0,",ci37377706,",0.66,ml,,ci,26.0,"10km NE of Aguanga, CA",0.16,7,",ci,",reviewed,1538530686650,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538573636782,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377706
,,60298942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298942&format=geojson,0.1958,,105.0,",uu60298942,",1.36,ml,,uu,7.0,"7km WNW of Enoch, Utah",0.06,28,",uu,",reviewed,1538530652100,"M 1.4 - 7km WNW of Enoch, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538589118650,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298942
,,20269953,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269953&format=geojson,,,,",ak20269953,",0.9,ml,,ak,,"152km E of Chitina, Alaska",0.64,12,",ak,",reviewed,1538530565013,"M 0.9 - 152km E of Chitina, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219797776,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269953
,,20269952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269952&format=geojson,,,,",ak20269952,",1.2,ml,,ak,,"54km SSE of Cantwell, Alaska",0.36,22,",ak,",reviewed,1538530481141,"M 1.2 - 54km SSE of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219797222,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269952
,,37377698,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377698&format=geojson,0.06716,,21.0,",ci37377698,",2.01,ml,,ci,69.0,"10km NNW of Big Bear Lake, CA",0.17,62,",ci,",reviewed,1538530393370,"M 2.0 - 10km NNW of Big Bear Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538577189601,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377698
,,70627997,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70627997&format=geojson,0.01203,,164.0,",hv70627997,",1.73,ml,,hv,14.0,"5km W of Volcano, Hawaii",0.29,46,",hv,",automatic,1538530111390,"M 1.7 - 5km W of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538530452590,https://earthquake.usgs.gov/earthquakes/eventpage/hv70627997
,,20269790,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269790&format=geojson,,,,",ak20269790,",1.6,ml,,ak,,"113km NW of Arctic Village, Alaska",0.69,39,",ak,",reviewed,1538529705345,"M 1.6 - 113km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219796570,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269790
,,20269788,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269788&format=geojson,,,,",ak20269788,",1.6,ml,,ak,,"9km WNW of Kalifornsky, Alaska",0.45,39,",ak,",reviewed,1538529592158,"M 1.6 - 9km WNW of Kalifornsky, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219795917,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269788
,,20269786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269786&format=geojson,,,,",ak20269786,",0.5,ml,,ak,,"56km NW of Cape Yakataga, Alaska",0.2,4,",ak,",reviewed,1538529189942,"M 0.5 - 56km NW of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219795399,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269786
,,20276326,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20276326&format=geojson,,,,",ak20276326,",1.7,ml,,ak,,"47km W of Anchor Point, Alaska",0.24,44,",ak,",reviewed,1538529124799,"M 1.7 - 47km W of Anchor Point, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219794883,https://earthquake.usgs.gov/earthquakes/eventpage/ak20276326
,,1000h9zu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9zu&format=geojson,3.656,,141.0,",us1000h9zu,",4.2,mb,,us,,"275km NNE of Ndoi Island, Fiji",0.6,271,",us,",reviewed,1538528612970,"M 4.2 - 275km NNE of Ndoi Island, Fiji",0,earthquake,",geoserve,origin,phase-data,",-720.0,1539226350040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9zu
,,20269783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269783&format=geojson,,,,",ak20269783,",1.9,ml,,ak,,"33km SW of Redoubt Volcano, Alaska",0.42,56,",ak,",reviewed,1538528412502,"M 1.9 - 33km SW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219794315,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269783
,,20269781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269781&format=geojson,,,,",ak20269781,",1.1,ml,,ak,,"110km W of Cantwell, Alaska",0.93,19,",ak,",reviewed,1538528274583,"M 1.1 - 110km W of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219793769,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269781
,,37377666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377666&format=geojson,0.09159,,68.0,",ci37377666,",0.79,ml,,ci,32.0,"6km NNW of San Jacinto, CA",0.14,10,",ci,",reviewed,1538528220690,"M 0.8 - 6km NNW of San Jacinto, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538576191094,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377666
,,70805689,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70805689&format=geojson,0.04736,,180.0,",av70805689,",-0.32,ml,,av,6.0,"95km SE of King Salmon, Alaska",0.07,0,",av,",reviewed,1538528189820,"M -0.3 - 95km SE of King Salmon, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538592816160,https://earthquake.usgs.gov/earthquakes/eventpage/av70805689
,,20269745,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269745&format=geojson,,,,",ak20269745,",1.2,ml,,ak,,"45km WNW of Valdez, Alaska",0.21,22,",ak,",reviewed,1538527950124,"M 1.2 - 45km WNW of Valdez, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219793202,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269745
,,2018276000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018276000&format=geojson,0.1344,,323.0,",pr2018276000,",1.71,md,,pr,3.0,"11km SSE of Pole Ojea, Puerto Rico",0.06,45,",pr,",reviewed,1538527864980,"M 1.7 - 11km SSE of Pole Ojea, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538541922977,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018276000
,,73092826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092826&format=geojson,0.01335,,68.0,",nc73092826,",1.06,md,,nc,24.0,"8km E of Gilroy, CA",0.05,17,",nc,",reviewed,1538527501600,"M 1.1 - 8km E of Gilroy, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538531402986,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092826
,,37377658,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377658&format=geojson,0.07333,,72.0,",ci37377658,",1.17,ml,,ci,39.0,"26km NNE of North Shore, CA",0.17,21,",ci,",reviewed,1538527460070,"M 1.2 - 26km NNE of North Shore, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538575721197,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377658
,,70251708,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ismpkansas70251708&format=geojson,0.1383,,244.0,",ismpkansas70251708,",1.53,ml,,ismpkansas,6.0,"11km SW of Wellington, Kansas",0.03,36,",ismpkansas,",reviewed,1538527368310,"M 1.5 - 11km SW of Wellington, Kansas",0,earthquake,",geoserve,origin,phase-data,",-360.0,1538529356110,https://earthquake.usgs.gov/earthquakes/eventpage/ismpkansas70251708
,,61433991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61433991&format=geojson,0.02167,,104.0,",uw61433991,",1.23,ml,,uw,12.0,"28km NNW of Packwood, Washington",0.07,23,",uw,",reviewed,1538527244270,"M 1.2 - 28km NNW of Packwood, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538691451350,https://earthquake.usgs.gov/earthquakes/eventpage/uw61433991
,,00659445,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659445&format=geojson,0.057,,62.91,",nn00659445,",-0.2,ml,,nn,20.0,"47km ESE of Beatty, Nevada",0.1454,0,",nn,",reviewed,1538527221870,"M -0.2 - 47km ESE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618693630,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659445
,,1000h9zt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9zt&format=geojson,5.709,,196.0,",us1000h9zt,",4.5,mb,,us,,South of the Fiji Islands,0.78,312,",us,",reviewed,1538527050650,M 4.5 - South of the Fiji Islands,0,earthquake,",geoserve,origin,phase-data,",720.0,1539220099040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9zt
,,20269742,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269742&format=geojson,,,,",ak20269742,",1.7,ml,,ak,,"41km WSW of Valdez, Alaska",0.52,44,",ak,",reviewed,1538526513042,"M 1.7 - 41km WSW of Valdez, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219792589,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269742
