mag,magType,time,place,tsunami,parsed_place
5.0,mww,1538297644770,"33km NW of Shizunai, Japan",0,Japan
0.28,ml,1538297451530,"10km NE of Aguanga, CA",0,California
0.56,ml,1538297301060,"10km NE of Aguanga, CA",0,California
2.52,ml,1538297200850,"8km NE of Aguanga, CA",0,California
1.03,md,1538297131730,"3km SE of The Geysers, CA",0,California
0.53,ml,1538296827140,"9km NNE of Borrego Springs, CA",0,California
3.07,md,1538296807530,"59km W of Rincon, Puerto Rico",0,Puerto Rico
0.82,md,1538296764270,"19km NNW of Toms Place, CA",0,California
2.6,mb_lg,1538296748120,"13km SW of Wellington, Kansas",0,Kansas
2.81,md,1538296465490,"71km N of Culebra, Puerto Rico",0,Puerto Rico
1.0,ml,1538296087252,"33km E of Anchorage, Alaska",0,Alaska
1.1,ml,1538295967797,"21km SW of Talkeetna, Alaska",0,Alaska
0.82,md,1538294617630,"19km NNW of Toms Place, CA",0,California
1.3,ml,1538294485685,"60km ENE of Cape Yakataga, Alaska",0,Alaska
2.0,ml,1538294437593,"73km S of Little Sitkin Island, Alaska",0,Alaska
1.8,ml,1538294247950,"8km NE of Heber, CA",0,California
1.3,ml,1538294166348,"101km NW of Arctic Village, Alaska",0,Alaska
1.69,md,1538294004050,"4km ESE of Pahala, Hawaii",0,Hawaii
2.1,ml,1538293722307,"61km WSW of Anchor Point, Alaska",0,Alaska
1.3,ml,1538293713162,"60km E of Cape Yakataga, Alaska",0,Alaska
2.5,ml,1538293597353,"79km S of Little Sitkin Island, Alaska",0,Alaska
-0.2,ml,1538293169696,"20km N of Beatty, Nevada",0,Nevada
1.1,ml,1538293010270,"113km W of Cantwell, Alaska",0,Alaska
1.6,ml,1538292788247,"115km NNW of Arctic Village, Alaska",0,Alaska
1.0,ml,1538292412017,"71km NNW of Cape Yakataga, Alaska",0,Alaska
0.9,ml,1538292373587,"69km NNW of Valdez, Alaska",0,Alaska
0.7,ml,1538291660354,"40km WNW of Valdez, Alaska",0,Alaska
0.93,ml,1538291138170,"9km NE of Aguanga, CA",0,California
0.66,ml,1538290466780,"8km SW of Idyllwild, CA",0,California
-0.5,ml,1538289707220,"46km ENE of Beatty, Nevada",0,Nevada
0.82,ml,1538289493980,"10km N of Borrego Springs, CA",0,California
1.06,ml,1538289488290,"8km N of Borrego Springs, CA",0,California
2.1,ml,1538289479215,"67km W of Willow, Alaska",0,Alaska
1.33,ml,1538289434590,"7km SW of Holtville, CA",0,California
1.26,ml,1538289397920,"7km SW of Holtville, CA",0,California
0.92,md,1538289311460,"3km SE of The Geysers, CA",0,California
0.24,ml,1538288927580,"9km NE of Aguanga, CA",0,California
1.39,md,1538288700020,"34km N of Toms Place, CA",0,California
1.6,ml,1538288332398,"58km E of Old Iliamna, Alaska",0,Alaska
2.3,ml,1538288248839,"99km NW of Arctic Village, Alaska",0,Alaska
0.57,md,1538288025010,"1km WSW of Parkfield, CA",0,California
0.73,ml,1538287313650,"6km ESE of Wofford Heights, CA",0,California
0.76,ml,1538287293580,"3km SSW of Manhattan, Montana",0,Montana
-0.2,ml,1538287079863,"47km ENE of Beatty, Nevada",0,Nevada
1.1,ml,1538287053027,"24km WSW of Big Lake, Alaska",0,Alaska
1.3,ml,1538286923896,"16km SE of Seward, Alaska",0,Alaska
0.45,md,1538286893200,"14km S of Mammoth Lakes, CA",0,California
0.41,md,1538286820250,"6km WNW of Cobb, CA",0,California
1.1,ml,1538286525331,"33km W of Valdez, Alaska",0,Alaska
1.3,ml,1538286469537,"93km NW of Arctic Village, Alaska",0,Alaska
1.4,ml,1538286390467,"117km NNW of Arctic Village, Alaska",0,Alaska
0.68,ml,1538286310010,"16km ESE of Julian, CA",0,California
1.2,ml,1538286134975,"121km W of Cantwell, Alaska",0,Alaska
-0.1,ml,1538285721007,"72km WSW of Alamo, Nevada",0,Nevada
1.15,ml,1538285324630,"51km NE of Jackson, Wyoming",0,Wyoming
0.27,md,1538285306040,"6km WNW of Cobb, CA",0,California
0.9,ml,1538285167112,"72km ENE of Cape Yakataga, Alaska",0,Alaska
1.63,md,1538284783680,"6km ESE of San Ramon, CA",0,California
0.53,md,1538284456960,"12km SSE of Mammoth Lakes, CA",0,California
1.6,ml,1538283791821,"84km N of Kobuk, Alaska",0,Alaska
0.68,ml,1538283726220,"2km SSE of Lake Henshaw, CA",0,California
0.82,ml,1538283295410,"25km E of Lake Isabella, CA",0,California
0.8,ml,1538283063918,"46km NE of Mammoth Lakes, California",0,California
2.0,ml,1538282868390,"5km SSE of Anchorage, Alaska",0,Alaska
0.36,md,1538282550250,"7km NW of The Geysers, CA",0,California
2.45,md,1538282440180,"3km NW of Mayaguez, Puerto Rico",0,Puerto Rico
4.1,mb,1538282397840,"72km ENE of San Pedro de Atacama, Chile",0,Chile
1.6,ml,1538282228754,"46km W of Anchor Point, Alaska",0,Alaska
1.6,ml,1538282088739,"64km ESE of Whittier, Alaska",0,Alaska
1.1,ml,1538282088573,"56km WNW of Talkeetna, Alaska",0,Alaska
4.1,mb,1538282049800,"73km S of Amukta Island, Alaska",0,Alaska
1.11,ml,1538282017970,"25km E of Lake Isabella, CA",0,California
1.9,md,1538281716360,"7km S of Tallaboa, Puerto Rico",0,Puerto Rico
0.92,ml,1538280993600,"2km ESE of Lake Henshaw, CA",0,California
1.38,ml,1538280904710,"10km NNE of Dillon, Montana",0,Montana
1.64,md,1538280773200,"8km S of Tallaboa, Puerto Rico",0,Puerto Rico
1.0,ml,1538280706352,"52km W of Willow, Alaska",0,Alaska
1.62,md,1538280563110,"3km NW of Dixon Lane-Meadow Creek, CA",0,California
1.22,ml,1538280279180,"3km ESE of Magna, Utah",0,Utah
1.2,ml,1538279906267,"62km NNW of Talkeetna, Alaska",0,Alaska
0.09,ml,1538279891430,"12km ESE of Coso Junction, CA",0,California
0.9,ml,1538279862199,"20km SSE of Alamo, Nevada",0,Nevada
0.6,ml,1538279715155,"75km E of Cape Yakataga, Alaska",0,Alaska
0.84,md,1538279694960,"17km N of Pinnacles, CA",0,California
1.2,ml,1538279415761,"12km NNW of Meadow Lakes, Alaska",0,Alaska
0.79,ml,1538279181490,"28km NE of Belgrade, Montana",0,Montana
-0.32,ml,1538278867380,"28km W of Dutch Harbor, Alaska",0,Alaska
1.3,ml,1538278721256,"110km W of Cantwell, Alaska",0,Alaska
0.33,ml,1538278401430,"10km NE of Aguanga, CA",0,California
-0.5,ml,1538278394810,"56km ENE of Beatty, Nevada",0,Nevada
4.4,mb,1538278352210,"225km WSW of Merizo Village, Guam",0,Guam
1.3,ml,1538278176498,"113km NW of Talkeetna, Alaska",0,Alaska
3.1,ml,1538277988250,"281km SE of Kodiak, Alaska",0,Alaska
-0.4,ml,1538277900417,"56km NE of Beatty, Nevada",0,Nevada
0.73,md,1538277867060,"10km WNW of The Geysers, CA",0,California
1.0,ml,1538277544704,"43km NE of Nikiski, Alaska",0,Alaska
1.13,md,1538277489810,"7km NW of The Geysers, CA",0,California
0.4,ml,1538277311653,"2km ENE of Sutton-Alpine, Alaska",0,Alaska
1.4,ml,1538277224382,"40km E of Fritz Creek, Alaska",0,Alaska
0.7,ml,1538277178281,"59km NW of Cape Yakataga, Alaska",0,Alaska
1.07,ml,1538276935270,"7km E of Running Springs, CA",0,California
3.0,ml,1538276925090,"260km SE of Kodiak, Alaska",0,Alaska
1.6,ml,1538276395957,"42km SW of Adak, Alaska",0,Alaska
1.64,ml,1538276359970,"12km SW of Wellington, Kansas",0,Kansas
0.79,ml,1538276339020,"6km ESE of Valle Vista, CA",0,California
1.6,ml,1538275953442,"125km SE of Prudhoe Bay, Alaska",0,Alaska
2.9,ml,1538275926230,"240km SE of Kodiak, Alaska",0,Alaska
0.77,ml,1538275851150,"9km N of Borrego Springs, CA",0,California
1.48,ml,1538275567310,"9km N of Borrego Springs, CA",0,California
0.95,md,1538275387130,"14km W of Volcano, Hawaii",0,Hawaii
1.13,ml,1538275148270,"9km ENE of Aguanga, CA",0,California
0.85,ml,1538275035090,"12km N of Banning, CA",0,California
0.6,md,1538275006140,"5km NW of The Geysers, CA",0,California
4.5,mb,1538274941400,"27km ESE of Lata, Solomon Islands",0,Solomon Islands
2.04,ml,1538274400790,"9km N of Borrego Springs, CA",0,California
0.67,md,1538274084460,"5km ESE of Heber, Utah",0,Utah
0.7,ml,1538273964166,"39km E of Lazy Mountain, Alaska",0,Alaska
0.88,ml,1538273749670,"9km SSW of San Diego Country Estates, CA",0,California
0.4,ml,1538273321611,"39km SSE of Goldfield, Nevada",0,Nevada
2.0,ml,1538272962082,"98km NW of Kodiak Station, Alaska",0,Alaska
1.6,ml,1538272913262,"82km N of Kobuk, Alaska",0,Alaska
0.7,ml,1538272819132,"32km SW of Austin, Nevada",0,Nevada
1.3,ml,1538272618400,"3km SE of Big Lake, Alaska",0,Alaska
1.0,ml,1538272535142,"11km ENE of Lazy Mountain, Alaska",0,Alaska
1.5,ml,1538272392920,"47km N of Valdez, Alaska",0,Alaska
2.3,ml,1538272371693,"114km NNW of Arctic Village, Alaska",0,Alaska
4.4,mb,1538272369820,"135km NNW of Davila, Philippines",0,Philippines
1.1,ml,1538271365419,"56km E of Cape Yakataga, Alaska",0,Alaska
1.3,ml,1538271056964,"62km NW of Cape Yakataga, Alaska",0,Alaska
1.6,ml,1538270924462,"80km SSW of Kaktovik, Alaska",0,Alaska
0.9,ml,1538270858453,"42km W of Valdez, Alaska",0,Alaska
0.19,ml,1538270776480,"51km NNE of Chitina, Alaska",0,Alaska
2.5,ml,1538270579092,"59km NW of Cape Yakataga, Alaska",0,Alaska
1.21,ml,1538270570700,"9km NE of Aguanga, CA",0,California
1.0,ml,1538270478595,"57km S of Deltana, Alaska",0,Alaska
1.3,ml,1538270421501,"81km NNW of Talkeetna, Alaska",0,Alaska
0.57,ml,1538270205690,"56km NNE of Chitina, Alaska",0,Alaska
1.4,ml,1538270056501,"20km SSW of Homer, Alaska",0,Alaska
0.0,ml,1538269766240,"26km SSE of Beatty, Nevada",0,Nevada
0.2,md,1538269647700,"16km NE of West Yellowstone, Montana",0,Montana
0.5,ml,1538269612737,"94km NNW of Nikiski, Alaska",0,Alaska
0.4,ml,1538269524656,"131km NNE of Cape Yakataga, Alaska",0,Alaska
2.0,ml,1538269481948,"103km E of Nikolski, Alaska",0,Alaska
1.8,ml,1538269148979,"49km W of Anchorage, Alaska",0,Alaska
1.0,ml,1538268520311,"65km WNW of Talkeetna, Alaska",0,Alaska
0.8,ml,1538268180693,"21km W of Willow, Alaska",0,Alaska
1.2,ml,1538267684138,"116km W of Cantwell, Alaska",0,Alaska
2.24,md,1538267438820,"9km WNW of Rincon, Puerto Rico",0,Puerto Rico
2.03,md,1538267315440,"4km WSW of Volcano, Hawaii",0,Hawaii
1.9,ml,1538267307114,"120km NNW of Arctic Village, Alaska",0,Alaska
0.65,ml,1538267168570,"13km NE of Yucaipa, CA",0,California
0.83,ml,1538266847920,"23km SSW of La Quinta, CA",0,California
2.9,ml,1538266837331,"115km NNW of Arctic Village, Alaska",0,Alaska
1.8,ml,1538266794270,"68km NW of Valdez, Alaska",0,Alaska
1.36,ml,1538266502200,"6km NW of San Jacinto, CA",0,California
3.3,ml,1538266427741,"117km NNW of Arctic Village, Alaska",0,Alaska
0.6,ml,1538266232326,"71km NNW of Cape Yakataga, Alaska",0,Alaska
1.1,ml,1538266123730,"13km SSE of Gardnerville Ranchos, Nevada",0,Nevada
1.5,ml,1538265882967,"76km NW of Arctic Village, Alaska",0,Alaska
0.6,ml,1538265877674,"34km NW of Beatty, Nevada",0,Nevada
1.4,ml,1538265637590,"110km NW of Talkeetna, Alaska",0,Alaska
0.56,ml,1538265528860,"10km NE of Aguanga, CA",0,California
1.6,ml,1538265507655,"43km E of Cape Yakataga, Alaska",0,Alaska
1.61,md,1538265486880,"3km NE of Caruthersville, Missouri",0,Missouri
0.56,ml,1538264521850,"10km NE of Aguanga, CA",0,California
0.53,ml,1538264451860,"10km NE of Aguanga, CA",0,California
0.32,ml,1538264442280,"9km NE of Aguanga, CA",0,California
0.22,ml,1538264435780,"9km NE of Aguanga, CA",0,California
1.88,md,1538264085000,"2km N of The Geysers, CA",0,California
0.16,md,1538263859800,"14km N of West Yellowstone, Montana",0,Montana
1.7,ml,1538263854565,"26km SW of Tanaga Volcano, Alaska",0,Alaska
0.84,ml,1538263683790,"14km N of West Yellowstone, Montana",0,Montana
4.4,mb,1538263284360,"209km N of Loiza, Puerto Rico",0,Puerto Rico
1.11,ml,1538262826670,"6km NW of San Jacinto, CA",0,California
1.35,ml,1538262439070,"19km E of Stovepipe Wells, CA",0,California
1.19,md,1538262247750,"17km WSW of Round Valley, CA",0,California
2.07,md,1538261946640,"8km S of Tallaboa, Puerto Rico",0,Puerto Rico
1.55,ml,1538261605960,"13km SSW of Olancha, CA",0,California
1.1,ml,1538261557578,"66km NW of Nellis Air Force Base, Nevada",0,Nevada
0.37,ml,1538261182560,"10km NE of Aguanga, CA",0,California
1.4,ml,1538260705085,"108km W of Talkeetna, Alaska",0,Alaska
1.3,ml,1538260601354,"21km NNE of Badger, Alaska",0,Alaska
1.95,md,1538260060830,"4km SW of Sabana Grande, Puerto Rico",0,Puerto Rico
-0.44,ml,1538260052140,"42km ENE of Adak, Alaska",0,Alaska
1.0,ml,1538259868578,"47km NE of New Allakaket, Alaska",0,Alaska
0.95,ml,1538259718310,"15km SE of Lima, Montana",0,Montana
1.8,ml,1538259609862,"77km SSW of Kaktovik, Alaska",0,Alaska
1.56,ml,1538259486220,"26km ENE of Pine Valley, CA",0,California
1.3,ml,1538258426443,"90km W of Willow, Alaska",0,Alaska
0.56,md,1538257990960,"7km NW of The Geysers, CA",0,California
1.12,md,1538257939080,"7km NW of The Geysers, CA",0,California
2.77,md,1538257761350,"43km NW of San Antonio, Puerto Rico",0,Puerto Rico
0.67,md,1538257406980,"8km NW of The Geysers, CA",0,California
4.0,mb,1538257346990,"38km N of Palu, Indonesia",0,Indonesia
0.72,ml,1538257294660,"97km NW of Nikiski, Alaska",0,Alaska
1.4,ml,1538257278762,"97km NNW of Nikiski, Alaska",0,Alaska
1.2,ml,1538257158693,"16km ESE of Y, Alaska",0,Alaska
2.3,ml,1538257065900,"35km SE of Amatignak Island, Alaska",0,Alaska
2.8,ml,1538256878655,"32km W of Big Lake, Alaska",0,Alaska
1.05,md,1538256730010,"5km W of Cobb, CA",0,California
0.67,md,1538256716770,"5km W of Cobb, CA",0,California
0.66,md,1538256690560,"11km E of Mammoth Lakes, CA",0,California
1.9,ml,1538256645786,"28km SW of Tanaga Volcano, Alaska",0,Alaska
2.04,ml,1538256261380,"5km SSW of Princeton, Canada",0,Canada
2.4,ml,1538256045461,"21km SSW of Little Sitkin Island, Alaska",0,Alaska
0.46,ml,1538255972320,"12km S of Anza, CA",0,California
0.6,ml,1538255675930,"28km NNW of Packwood, Washington",0,Washington
1.34,ml,1538255437980,"5km ESE of Lebec, CA",0,California
0.23,md,1538255409510,"6km W of Cobb, CA",0,California
4.5,mb,1538255384450,Southern Mid-Atlantic Ridge,0,Southern Mid-Atlantic Ridge
1.87,ml,1538255120320,"5km WSW of Volcano, Hawaii",0,Hawaii
1.1,ml,1538254827512,"42km W of Cantwell, Alaska",0,Alaska
1.7,ml,1538253870864,"10km SSE of Amatignak Island, Alaska",0,Alaska
1.12,ml,1538253676150,"9km NE of Aguanga, CA",0,California
0.9,ml,1538253650129,"129km NW of Arctic Village, Alaska",0,Alaska
1.72,ml,1538253233610,"12km SW of Wellington, Kansas",0,Kansas
1.4,ml,1538252492484,"72km WSW of Tok, Alaska",0,Alaska
0.62,ml,1538252414810,"27km NNW of Packwood, Washington",0,Washington
2.0,ml,1538252377274,"11km W of Ely, Nevada",0,Nevada
1.0,ml,1538251849263,"10km SSW of Big Lake, Alaska",0,Alaska
1.3,ml,1538251637365,"92km NW of Arctic Village, Alaska",0,Alaska
0.41,ml,1538251247720,"10km NE of Aguanga, CA",0,California
0.7,ml,1538251082201,"33km ESE of Hawthorne, Nevada",0,Nevada
2.1,ml,1538251070421,"19km ESE of Amatignak Island, Alaska",0,Alaska
1.3,ml,1538250830211,"126km NNW of Arctic Village, Alaska",0,Alaska
2.14,md,1538250415360,"21km SSE of Tallaboa, Puerto Rico",0,Puerto Rico
0.93,md,1538250042370,"7km WNW of The Geysers, CA",0,California
1.8,ml,1538249866104,"74km SSW of Kaktovik, Alaska",0,Alaska
2.8,ml,1538249135800,"12km SW of Wellington, Kansas",0,Kansas
2.66,ml,1538249077170,"26km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.32,ml,1538248956510,"36km SSE of Morton, Washington",0,Washington
1.4,ml,1538248570647,"44km ENE of Cape Yakataga, Alaska",0,Alaska
4.4,mb,1538248539370,"59km W of Kasiguncu, Indonesia",0,Indonesia
1.3,ml,1538248220768,"7km NNW of Big Lake, Alaska",0,Alaska
3.8,mb,1538247964730,"112km SW of Amukta Island, Alaska",0,Alaska
0.54,ml,1538247876590,"10km NE of Aguanga, CA",0,California
0.31,ml,1538247847500,"11km NE of Aguanga, CA",0,California
2.1,ml,1538247740549,"31km SE of Amatignak Island, Alaska",0,Alaska
1.89,ml,1538247716630,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.76,ml,1538247526400,"24km NW of Helena Valley Northwest, Montana",0,Montana
2.0,ml,1538247213270,"158km SSE of Kotzebue, Alaska",0,Alaska
2.01,ml,1538247197390,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.6,ml,1538247128139,"157km SSE of Kotzebue, Alaska",0,Alaska
1.4,ml,1538247049972,"103km NNW of Arctic Village, Alaska",0,Alaska
0.99,md,1538247045330,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.2,ml,1538247042304,"22km W of Nikiski, Alaska",0,Alaska
1.72,md,1538246830590,"71km ENE of Old Faithful Geyser, Wyoming",0,Wyoming
2.57,md,1538246793190,"8km W of Rincon, Puerto Rico",0,Puerto Rico
4.9,mww,1538246081530,"100km ENE of Lakatoro, Vanuatu",0,Vanuatu
1.5,ml,1538246063564,"87km NW of Arctic Village, Alaska",0,Alaska
1.0,ml,1538246006615,"84km WSW of Cantwell, Alaska",0,Alaska
0.8,md,1538245943570,"70km ENE of Old Faithful Geyser, Wyoming",0,Wyoming
1.6,ml,1538245608424,"85km NNW of Arctic Village, Alaska",0,Alaska
0.9,ml,1538245525378,"9km N of Truckee, California",0,California
0.08,ml,1538245420800,"9km NE of Aguanga, CA",0,California
0.3,ml,1538245298340,"9km NE of Aguanga, CA",0,California
1.6,ml,1538245107348,"86km ENE of Cantwell, Alaska",0,Alaska
1.6,ml,1538245102549,"54km WNW of Valdez, Alaska",0,Alaska
3.1,ml,1538244719771,"161km S of Kotzebue, Alaska",0,Alaska
0.43,md,1538244711420,"21km NW of Parkfield, CA",0,California
2.8,ml,1538244456720,"12km SW of Wellington, Kansas",0,Kansas
1.81,ml,1538244369440,"98km NE of Chignik Lake, Alaska",0,Alaska
0.67,md,1538244365420,"26km NNW of Pahala, Hawaii",0,Hawaii
1.8,ml,1538244273235,"79km S of Unalaska, Alaska",0,Alaska
4.5,mb,1538243606700,"173km SE of Pondaguitan, Philippines",0,Philippines
2.8,ml,1538243564361,"110km SE of Atka, Alaska",0,Alaska
0.75,ml,1538243510230,"10km NE of Aguanga, CA",0,California
1.5,ml,1538243395727,"108km NNW of Arctic Village, Alaska",0,Alaska
1.04,md,1538243305880,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.5,ml,1538243247034,"49km SE of Cohoe, Alaska",0,Alaska
0.58,md,1538242951250,"10km WNW of The Geysers, CA",0,California
1.2,ml,1538242898185,"109km N of Arctic Village, Alaska",0,Alaska
1.5,ml,1538242870548,"83km W of Cantwell, Alaska",0,Alaska
1.75,ml,1538242845500,"8km E of Yorba Linda, CA",0,California
0.86,md,1538242748530,"9km E of Mammoth Lakes, CA",0,California
1.9,ml,1538242514561,"92km NW of Arctic Village, Alaska",0,Alaska
1.7,ml,1538242138993,"130km NW of Arctic Village, Alaska",0,Alaska
1.5,ml,1538242046449,"60km E of Cape Yakataga, Alaska",0,Alaska
2.36,ml,1538241887300,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.59,md,1538241861690,"4km WSW of Volcano, Hawaii",0,Hawaii
2.5,ml,1538241578142,"69km S of Kaktovik, Alaska",0,Alaska
0.95,ml,1538241341490,"14km ESE of Julian, CA",0,California
1.0,md,1538241003710,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.3,ml,1538240992231,"121km S of Kaktovik, Alaska",0,Alaska
1.01,ml,1538240877590,"16km SE of Lincoln, Montana",0,Montana
0.2,ml,1538240832940,"9km NE of Aguanga, CA",0,California
2.79,ml,1538240580160,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.9,ml,1538240316232,"28km WSW of Hawthorne, Nevada",0,Nevada
2.1,ml,1538240196971,"69km WSW of Larsen Bay, Alaska",0,Alaska
0.67,ml,1538240008610,"8km SW of Idyllwild, CA",0,California
0.6,ml,1538240000363,"9km E of Gardnerville, Nevada",0,Nevada
0.7,ml,1538239936513,"9km ENE of Gardnerville Ranchos, Nevada",0,Nevada
2.2,ml,1538239734106,"93km SE of Old Iliamna, Alaska",0,Alaska
2.5,ml,1538239408244,"53km SSW of Little Sitkin Island, Alaska",0,Alaska
1.1,ml,1538239176135,"34km NW of Beatty, Nevada",0,Nevada
1.75,md,1538239106930,"7km ENE of Pinnacles, CA",0,California
0.6,ml,1538237816470,"8km ENE of Aguanga, CA",0,California
1.9,ml,1538237805550,"43km SW of Stovepipe Wells, CA",0,California
0.69,md,1538237567520,"27km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.1,ml,1538237252653,"51km W of Anchorage, Alaska",0,Alaska
0.27,md,1538237159050,"1km E of Mammoth Lakes, CA",0,California
1.1,ml,1538237127711,"29km SSE of Cohoe, Alaska",0,Alaska
1.8,ml,1538236865415,"69km NE of Kodiak, Alaska",0,Alaska
1.4,ml,1538236129828,"87km NNW of Arctic Village, Alaska",0,Alaska
2.1,ml,1538235780262,"77km SSW of Kaktovik, Alaska",0,Alaska
1.4,ml,1538235607264,"32km SW of Lovelock, Nevada",0,Nevada
1.2,ml,1538235405592,"57km ESE of Whittier, Alaska",0,Alaska
0.88,md,1538235399250,"5km NNW of The Geysers, CA",0,California
1.7,ml,1538235169880,"13km SSW of Olancha, CA",0,California
0.56,md,1538235168660,"8km NW of The Geysers, CA",0,California
1.4,ml,1538235003078,"83km SSW of Kaktovik, Alaska",0,Alaska
1.7,ml,1538234111867,"81km SSW of Kaktovik, Alaska",0,Alaska
2.0,ml,1538233619094,"74km SSW of Kaktovik, Alaska",0,Alaska
4.2,mb,1538233519150,"40km SW of Ashkasham, Afghanistan",0,Afghanistan
1.6,ml,1538233159871,"81km SSW of Kaktovik, Alaska",0,Alaska
1.4,ml,1538233138346,"113km WSW of Old Crow, Canada",0,Canada
1.8,ml,1538232734563,"110km NNW of Arctic Village, Alaska",0,Alaska
-0.3,ml,1538232239482,"55km ENE of Beatty, Nevada",0,Nevada
0.7,ml,1538232115408,"96km ESE of New Allakaket, Alaska",0,Alaska
0.1,ml,1538232042227,"55km ENE of Beatty, Nevada",0,Nevada
0.82,ml,1538231790030,"9km NE of Aguanga, CA",0,California
0.7,ml,1538231279580,"14km NE of Ojai, CA",0,California
4.4,mb,1538231195780,"95km SE of Arica, Chile",0,Chile
1.16,ml,1538231009160,"9km NE of Aguanga, CA",0,California
1.07,ml,1538230685060,"9km SW of Idyllwild, CA",0,California
0.1,ml,1538230680263,"33km NW of Beatty, Nevada",0,Nevada
0.23,ml,1538230635970,"10km NE of Aguanga, CA",0,California
1.34,md,1538230047480,"6km ENE of La Parguera, Puerto Rico",0,Puerto Rico
1.87,md,1538229742860,"4km SE of Pahala, Hawaii",0,Hawaii
0.03,ml,1538229690360,"42km ENE of Adak, Alaska",0,Alaska
0.25,md,1538229619990,"12km WNW of Toms Place, CA",0,California
1.56,ml,1538229164850,"8km NE of Aguanga, CA",0,California
0.9,ml,1538229123832,"36km SW of Talkeetna, Alaska",0,Alaska
3.1,ml,1538229095340,"75km SSW of Kaktovik, Alaska",0,Alaska
1.2,ml,1538229086614,"67km W of Valdez, Alaska",0,Alaska
1.34,ml,1538228911650,"9km NE of Aguanga, CA",0,California
0.55,ml,1538228776430,"10km NE of Aguanga, CA",0,California
4.1,mb,1538228561240,"6km N of Beshrabot, Uzbekistan",0,Uzbekistan
0.57,md,1538228299820,"10km NW of The Geysers, CA",0,California
0.45,ml,1538228236980,"9km NE of Aguanga, CA",0,California
0.51,ml,1538228230220,"9km NE of Aguanga, CA",0,California
2.7,mb_lg,1538228060700,"17km N of Taloga, Oklahoma",0,Oklahoma
2.5,ml,1538227974670,"42km NNW of Yarmouth, Canada",0,Canada
0.85,ml,1538227905510,"9km NE of Aguanga, CA",0,California
0.15,ml,1538227815210,"49km W of Tanaga Volcano, Alaska",0,Alaska
1.4,ml,1538227564239,"93km NW of Arctic Village, Alaska",0,Alaska
1.09,ml,1538227540460,"28km NNW of Packwood, Washington",0,Washington
1.7,ml,1538227441914,"107km NNW of Arctic Village, Alaska",0,Alaska
1.32,ml,1538227208840,"14km ESE of Lincoln, Montana",0,Montana
1.12,ml,1538226912330,"6km W of Volcano, Hawaii",0,Hawaii
1.03,md,1538226838400,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.3,ml,1538226561443,"98km NW of Arctic Village, Alaska",0,Alaska
0.43,ml,1538226182190,"8km NE of Aguanga, CA",0,California
1.59,ml,1538226087320,"16km ENE of Ojai, CA",0,California
0.84,ml,1538225924760,"10km NE of Aguanga, CA",0,California
0.55,ml,1538225752630,"3km ESE of Lake Henshaw, CA",0,California
1.7,ml,1538225535131,"68km SSW of Kobuk, Alaska",0,Alaska
1.79,md,1538225191020,"4km ESE of Pahala, Hawaii",0,Hawaii
1.14,md,1538225173080,"9km NW of The Geysers, CA",0,California
3.5,ml,1538225147400,"21km SW of Perry, Oklahoma",0,Oklahoma
1.4,ml,1538225103223,"57km W of Anchor Point, Alaska",0,Alaska
1.06,ml,1538225048770,"5km ESE of Beaumont, CA",0,California
1.17,ml,1538225025530,"3km ESE of Lake Henshaw, CA",0,California
0.77,ml,1538224962100,"15km NE of Little Lake, CA",0,California
-0.1,ml,1538224764780,"54km ENE of Beatty, Nevada",0,Nevada
-0.4,ml,1538224738703,"54km ENE of Beatty, Nevada",0,Nevada
4.6,mb,1538224718600,Indian Ocean Triple Junction,0,Indian Ocean Triple Junction
4.6,mb,1538224712290,"90km SW of Port-Vila, Vanuatu",0,Vanuatu
0.99,md,1538224174720,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
-0.1,ml,1538224028445,"56km ENE of Beatty, Nevada",0,Nevada
0.27,ml,1538223641990,"10km NE of Aguanga, CA",0,California
-0.11,ml,1538223623880,"10km NE of Aguanga, CA",0,California
2.2,ml,1538223514117,"43km E of Amatignak Island, Alaska",0,Alaska
2.1,ml,1538223322683,"161km S of Kotzebue, Alaska",0,Alaska
0.53,ml,1538222859910,"10km NE of Aguanga, CA",0,California
4.4,mb,1538222665050,"41km NE of Padangsidempuan, Indonesia",0,Indonesia
0.4,ml,1538222473549,"36km ENE of Beatty, Nevada",0,Nevada
0.47,md,1538222440360,"13km ESE of Mammoth Lakes, CA",0,California
1.0,ml,1538222074670,"48km N of Valdez, Alaska",0,Alaska
-0.4,ml,1538221949963,"36km ENE of Beatty, Nevada",0,Nevada
1.3,ml,1538221916499,"50km WSW of Anchor Point, Alaska",0,Alaska
-0.4,ml,1538221910705,"35km ENE of Beatty, Nevada",0,Nevada
